David Wingate,SG,32,SEA,60
Eric Snow,PG,22,SEA,43
Detlef Schrempf,SF,33,SEA,63
Steve Scheffler,C,28,SEA,35
Sam Perkins,PF,34,SEA,82
Gary Payton*,PG,27,SEA,81
Nate McMillan,PG,31,SEA,55
Shawn Kemp,PF,26,SEA,79
Ervin Johnson,C,28,SEA,81
Hersey Hawkins,SG,29,SEA,82
Sherell Ford,SF,23,SEA,28
Frank Brickowski,C,36,SEA,63
Vincent Askew,SG,29,SEA,69
Dwayne Whitfield,PF,23,TOR,8
Zan Tabak,C,25,TOR,67
Damon Stoudamire,PG,22,TOR,70
Carlos Rogers,PF,24,TOR,56
Alvin Robertson,SG,33,TOR,77
Dan O'Sullivan,C,27,TOR,5
Tracy Murray,SF,24,TOR,82
Oliver Miller,PF,25,TOR,76
Martin Lewis,SF,20,TOR,16
Jimmy King,SG,22,TOR,62
Vincenzo Esposito,PG,27,TOR,30
Acie Earl,C,25,TOR,42
Jamie Watson,SF,23,UTA,16
Andy Toolson,SF,30,UTA,13
John Stockton*,PG,33,UTA,82
Felton Spencer,C,28,UTA,71
Bryon Russell,SF,25,UTA,59
Greg Ostertag,C,22,UTA,57
Chris Morris,SG,30,UTA,66
Karl Malone*,PF,32,UTA,82
Adam Keefe,PF,25,UTA,82
Jeff Hornacek,SG,32,UTA,82
Greg Foster,C,27,UTA,73
Howard Eisley,PG,23,UTA,65
Antoine Carr,SF,34,UTA,80
David Benoit,SF,27,UTA,81
Gerald Wilkins,SG,32,VAN,28
Byron Scott,SG,34,VAN,80
Bryant Reeves,C,22,VAN,77
Lawrence Moten,SG,23,VAN,44
Cuonzo Martin,SG,24,VAN,4
Rich Manning,PF,25,VAN,29
Chris King,SF,26,VAN,80
Kenny Gattison,PF,31,VAN,25
Doug Edwards,PF,25,VAN,31
Blue Edwards,SF,30,VAN,82
Anthony Avent,PF,26,VAN,71
Greg Anthony,PG,28,VAN,69
Ashraf Amaya,PF,24,VAN,54
Chris Whitney,PG,24,WSB,21
Jeff Webster,SF,24,WSB,11
Chris Webber,PF,22,WSB,15
Rasheed Wallace,PF,21,WSB,65
Bob Thornton,PF,33,WSB,7
Kevin Pritchard,PG,28,WSB,2
Mark Price,PG,31,WSB,7
Brent Price,PG,27,WSB,81
Robert Pack,PG,26,WSB,31
Gheorghe Muresan,C,24,WSB,76
Jim McIlvaine,C,23,WSB,80
Bob McCann,PF,31,WSB,62
Cedric Lewis,C,26,WSB,3
Tim Legler,SG,29,WSB,77
Juwan Howard,PF,22,WSB,81
Ledell Eackles,SG,29,WSB,55
Calbert Cheaney,SF,24,WSB,70
Mitchell Butler,SG,25,WSB,61
